"CollectionDate","ComputerName","Manufacturer","Model","SerialNumber","BIOSVersion","LoggedInUser","DomainOrWorkgroup","WindowsEdition","WindowsVersion","WindowsBuild","LastBootTime","RAM_GB","SystemDriveSize_GB","SystemDriveFree_GB","NetworkAdapter","IPv4Address","MACAddress"
"2026-06-26 12:14:57","SP-WH-01","Dell Inc.","Precision Tower 3431","824R333","1.35.0","SNOWMAN\tyler","snowman.local","Microsoft Windows 11 Pro","10.0.26200","26200","6/9/2026 9:17:56 PM","63.79","476.07","394.46","Ethernet 2","192.168.0.102","E8-EA-6A-09-DC-CD"
