"CollectionDate","ComputerName","Manufacturer","Model","SerialNumber","BIOSVersion","LoggedInUser","DomainOrWorkgroup","WindowsEdition","WindowsVersion","WindowsBuild","LastBootTime","RAM_GB","SystemDriveSize_GB","SystemDriveFree_GB","NetworkAdapter","IPv4Address","MACAddress"
"2026-06-26 23:38:33","DEVWIN11PRO","VMware, Inc.","VMware20,1","VMware-56 4d 5d 2a 91 59 49 cb-79 4f 66 0d da 41 78 f8","VMW201.00V.25275966.BA64.2603102050","DevWin11Pro\skyli","WORKGROUP","Microsoft Windows 11 Pro","10.0.26200","26200","6/26/2026 9:00:35 PM","3.99","63.03","29.44","Ethernet","192.168.26.128","00-0C-29-41-78-F8"
