"CollectionDate","ComputerName","Manufacturer","Model","SerialNumber","BIOSVersion","LoggedInUser","DomainOrWorkgroup","WindowsEdition","WindowsVersion","WindowsBuild","LastBootTime","RAM_GB","SystemDriveSize_GB","SystemDriveFree_GB","NetworkAdapter","IPv4Address","MACAddress"
"2026-06-26 12:42:29","SP-OFFICE-10","Dell Inc.","Precision Tower 3431","HNXR753","1.35.0","SNOWMAN\tyler","snowman.local","Microsoft Windows 11 Pro","10.0.26100","26100","6/16/2026 3:54:41 PM","15.79","476.08","333.13","Ethernet","192.168.0.161","A4-BB-6D-C5-47-6E"
